area_code,reference_area,area_type,year,sex,value,units
S12000030,Stirling,local authority,2005,All,87510,persons
S12000030,Stirling,local authority,2006,All,88090,persons
S12000030,Stirling,local authority,2007,All,88430,persons
S12000030,Stirling,local authority,2008,All,88540,persons
S12000030,Stirling,local authority,2009,All,88690,persons
S12000030,Stirling,local authority,2010,All,89550,persons
S12000030,Stirling,local authority,2011,All,90330,persons
S12000030,Stirling,local authority,2012,All,91010,persons
S12000030,Stirling,local authority,2013,All,91230,persons
S12000030,Stirling,local authority,2014,All,91520,persons
S12000030,Stirling,local authority,2015,All,92830,persons
S12000030,Stirling,local authority,2016,All,93750,persons
S12000030,Stirling,local authority,2017,All,94000,persons
S12000030,Stirling,local authority,2018,All,94330,persons
S12000030,Stirling,local authority,2019,All,94210,persons
S12000033,Aberdeen City,local authority,2001,All,211910,persons
S12000033,Aberdeen City,local authority,2002,All,210680,persons
S12000033,Aberdeen City,local authority,2003,All,209280,persons
S12000033,Aberdeen City,local authority,2004,All,207820,persons
S12000033,Aberdeen City,local authority,2005,All,208690,persons
S12000033,Aberdeen City,local authority,2006,All,209630,persons
S12000033,Aberdeen City,local authority,2007,All,212470,persons
S12000033,Aberdeen City,local authority,2008,All,214020,persons
S12000033,Aberdeen City,local authority,2009,All,217020,persons
S12000033,Aberdeen City,local authority,2010,All,219730,persons
S12000033,Aberdeen City,local authority,2011,All,222460,persons
S12000033,Aberdeen City,local authority,2012,All,224910,persons
S12000033,Aberdeen City,local authority,2013,All,227070,persons
S12000033,Aberdeen City,local authority,2014,All,228920,persons
S12000033,Aberdeen City,local authority,2015,All,230350,persons
S12000033,Aberdeen City,local authority,2016,All,229840,persons
S12000033,Aberdeen City,local authority,2017,All,228800,persons
S12000033,Aberdeen City,local authority,2018,All,227560,persons
S12000033,Aberdeen City,local authority,2019,All,228670,persons
S12000034,Aberdeenshire,local authority,2001,All,226940,persons
S12000034,Aberdeenshire,local authority,2002,All,228830,persons
S12000034,Aberdeenshire,local authority,2003,All,231250,persons
S12000034,Aberdeenshire,local authority,2004,All,234690,persons
S12000034,Aberdeenshire,local authority,2005,All,237570,persons
S12000034,Aberdeenshire,local authority,2006,All,241180,persons
S12000034,Aberdeenshire,local authority,2007,All,244390,persons
S12000034,Aberdeenshire,local authority,2008,All,246830,persons
S12000034,Aberdeenshire,local authority,2009,All,249020,persons
S12000034,Aberdeenshire,local authority,2010,All,251430,persons
S12000034,Aberdeenshire,local authority,2011,All,253650,persons
S12000034,Aberdeenshire,local authority,2012,All,255560,persons
S12000034,Aberdeenshire,local authority,2013,All,257770,persons
S12000034,Aberdeenshire,local authority,2014,All,260530,persons
S12000034,Aberdeenshire,local authority,2015,All,261960,persons
S12000034,Aberdeenshire,local authority,2016,All,262190,persons
S12000034,Aberdeenshire,local authority,2017,All,261800,persons
S12000034,Aberdeenshire,local authority,2018,All,261470,persons
S12000034,Aberdeenshire,local authority,2019,All,261210,persons
S12000035,Argyll and Bute,local authority,2001,All,91300,persons
S12000035,Argyll and Bute,local authority,2002,All,91020,persons
S12000035,Argyll and Bute,local authority,2003,All,90930,persons
S12000035,Argyll and Bute,local authority,2004,All,90580,persons
S12000035,Argyll and Bute,local authority,2005,All,90340,persons
S12000035,Argyll and Bute,local authority,2006,All,90860,persons
S12000035,Argyll and Bute,local authority,2007,All,90790,persons
S12000035,Argyll and Bute,local authority,2008,All,89910,persons
S12000035,Argyll and Bute,local authority,2009,All,89450,persons
S12000035,Argyll and Bute,local authority,2010,All,88620,persons
S12000035,Argyll and Bute,local authority,2011,All,88930,persons
S12000035,Argyll and Bute,local authority,2012,All,86910,persons
S12000035,Argyll and Bute,local authority,2013,All,88050,persons
S12000035,Argyll and Bute,local authority,2014,All,87650,persons
S12000035,Argyll and Bute,local authority,2015,All,86890,persons
S12000035,Argyll and Bute,local authority,2016,All,87130,persons
S12000035,Argyll and Bute,local authority,2017,All,86810,persons
S12000035,Argyll and Bute,local authority,2018,All,86260,persons
S12000035,Argyll and Bute,local authority,2019,All,85870,persons
S12000036,City of Edinburgh,local authority,2001,All,449020,persons
S12000036,City of Edinburgh,local authority,2002,All,447500,persons
S12000036,City of Edinburgh,local authority,2003,All,445300,persons
S12000036,City of Edinburgh,local authority,2004,All,445870,persons
S12000036,City of Edinburgh,local authority,2005,All,449470,persons
S12000036,City of Edinburgh,local authority,2006,All,452040,persons
S12000036,City of Edinburgh,local authority,2007,All,456040,persons
S12000036,City of Edinburgh,local authority,2008,All,458520,persons
S12000036,City of Edinburgh,local authority,2009,All,463230,persons
S12000036,City of Edinburgh,local authority,2010,All,469930,persons
S12000036,City of Edinburgh,local authority,2011,All,477940,persons
S12000036,City of Edinburgh,local authority,2012,All,482630,persons
S12000036,City of Edinburgh,local authority,2013,All,487460,persons
S12000036,City of Edinburgh,local authority,2014,All,492610,persons
S12000036,City of Edinburgh,local authority,2015,All,498810,persons
S12000036,City of Edinburgh,local authority,2016,All,507170,persons
S12000036,City of Edinburgh,local authority,2017,All,513210,persons
S12000036,City of Edinburgh,local authority,2018,All,518500,persons
S12000036,City of Edinburgh,local authority,2019,All,524930,persons
S12000038,Renfrewshire,local authority,2001,All,172850,persons
S12000038,Renfrewshire,local authority,2002,All,172300,persons
S12000038,Renfrewshire,local authority,2003,All,171560,persons
S12000038,Renfrewshire,local authority,2004,All,171470,persons
S12000038,Renfrewshire,local authority,2005,All,171430,persons
S12000038,Renfrewshire,local authority,2006,All,171270,persons
S12000038,Renfrewshire,local authority,2007,All,171870,persons
S12000038,Renfrewshire,local authority,2008,All,172640,persons
S12000038,Renfrewshire,local authority,2009,All,173020,persons
S12000038,Renfrewshire,local authority,2010,All,173700,persons
S12000038,Renfrewshire,local authority,2011,All,174700,persons
S12000038,Renfrewshire,local authority,2012,All,174300,persons
S12000038,Renfrewshire,local authority,2013,All,173890,persons
S12000038,Renfrewshire,local authority,2014,All,174230,persons
S12000038,Renfrewshire,local authority,2015,All,174560,persons
S12000038,Renfrewshire,local authority,2016,All,175930,persons
S12000038,Renfrewshire,local authority,2017,All,176830,persons
S12000038,Renfrewshire,local authority,2018,All,177790,persons
S12000038,Renfrewshire,local authority,2019,All,179100,persons
S12000039,West Dunbartonshire,local authority,2001,All,93320,persons
S12000039,West Dunbartonshire,local authority,2002,All,93040,persons
S12000039,West Dunbartonshire,local authority,2003,All,92470,persons
S12000039,West Dunbartonshire,local authority,2004,All,91960,persons
S12000039,West Dunbartonshire,local authority,2005,All,91530,persons
S12000039,West Dunbartonshire,local authority,2006,All,91410,persons
S12000039,West Dunbartonshire,local authority,2007,All,91370,persons
S12000039,West Dunbartonshire,local authority,2008,All,91190,persons
S12000039,West Dunbartonshire,local authority,2009,All,91080,persons
S12000039,West Dunbartonshire,local authority,2010,All,90800,persons
S12000039,West Dunbartonshire,local authority,2011,All,90610,persons
S12000039,West Dunbartonshire,local authority,2012,All,90340,persons
S12000039,West Dunbartonshire,local authority,2013,All,89800,persons
S12000039,West Dunbartonshire,local authority,2014,All,89710,persons
S12000039,West Dunbartonshire,local authority,2015,All,89590,persons
S12000039,West Dunbartonshire,local authority,2016,All,89860,persons
S12000039,West Dunbartonshire,local authority,2017,All,89610,persons
S12000039,West Dunbartonshire,local authority,2018,All,89130,persons
S12000039,West Dunbartonshire,local authority,2019,All,88930,persons
S12000040,West Lothian,local authority,2001,All,159030,persons
S12000040,West Lothian,local authority,2002,All,160370,persons
S12000040,West Lothian,local authority,2003,All,161690,persons
S12000040,West Lothian,local authority,2004,All,163540,persons
S12000040,West Lothian,local authority,2005,All,165010,persons
S12000040,West Lothian,local authority,2006,All,167110,persons
S12000040,West Lothian,local authority,2007,All,169470,persons
S12000040,West Lothian,local authority,2008,All,171390,persons
S12000040,West Lothian,local authority,2009,All,173040,persons
S12000040,West Lothian,local authority,2010,All,174090,persons
S12000040,West Lothian,local authority,2011,All,175300,persons
S12000040,West Lothian,local authority,2012,All,176010,persons
S12000040,West Lothian,local authority,2013,All,176160,persons
S12000040,West Lothian,local authority,2014,All,177200,persons
S12000040,West Lothian,local authority,2015,All,178550,persons
S12000040,West Lothian,local authority,2016,All,180130,persons
S12000040,West Lothian,local authority,2017,All,181310,persons
S12000040,West Lothian,local authority,2018,All,182140,persons
S12000040,West Lothian,local authority,2019,All,183100,persons
S12000041,Angus,local authority,2001,All,108370,persons
S12000041,Angus,local authority,2002,All,108810,persons
S12000041,Angus,local authority,2003,All,108700,persons
S12000041,Angus,local authority,2004,All,110170,persons
S12000041,Angus,local authority,2005,All,111340,persons
S12000041,Angus,local authority,2006,All,112500,persons
S12000041,Angus,local authority,2007,All,113540,persons
S12000041,Angus,local authority,2008,All,114490,persons
S12000041,Angus,local authority,2009,All,114830,persons
S12000041,Angus,local authority,2010,All,115410,persons
S12000041,Angus,local authority,2011,All,116200,persons
S12000041,Angus,local authority,2012,All,116220,persons
S12000041,Angus,local authority,2013,All,116290,persons
S12000041,Angus,local authority,2014,All,116740,persons
S12000041,Angus,local authority,2015,All,116900,persons
S12000041,Angus,local authority,2016,All,116520,persons
S12000041,Angus,local authority,2017,All,116280,persons
S12000041,Angus,local authority,2018,All,116040,persons
S12000041,Angus,local authority,2019,All,116200,persons
S12000042,Dundee City,local authority,2001,All,145460,persons
S12000042,Dundee City,local authority,2002,All,144370,persons
S12000042,Dundee City,local authority,2003,All,144080,persons
S12000042,Dundee City,local authority,2004,All,143100,persons
S12000042,Dundee City,local authority,2005,All,143600,persons
S12000042,Dundee City,local authority,2006,All,143360,persons
S12000042,Dundee City,local authority,2007,All,143700,persons
S12000042,Dundee City,local authority,2008,All,144290,persons
S12000042,Dundee City,local authority,2009,All,145170,persons
S12000042,Dundee City,local authority,2010,All,146060,persons
S12000042,Dundee City,local authority,2011,All,147200,persons
S12000042,Dundee City,local authority,2012,All,147780,persons
S12000042,Dundee City,local authority,2013,All,148100,persons
S12000042,Dundee City,local authority,2014,All,148130,persons
S12000042,Dundee City,local authority,2015,All,148210,persons
S12000042,Dundee City,local authority,2016,All,148270,persons
S12000042,Dundee City,local authority,2017,All,148710,persons
S12000042,Dundee City,local authority,2018,All,148750,persons
S12000042,Dundee City,local authority,2019,All,149320,persons
S12000045,East Dunbartonshire,local authority,2001,All,108250,persons
S12000045,East Dunbartonshire,local authority,2002,All,107350,persons
S12000045,East Dunbartonshire,local authority,2003,All,107000,persons
S12000045,East Dunbartonshire,local authority,2004,All,106540,persons
S12000045,East Dunbartonshire,local authority,2005,All,106040,persons
S12000045,East Dunbartonshire,local authority,2006,All,105590,persons
S12000045,East Dunbartonshire,local authority,2007,All,105050,persons
S12000045,East Dunbartonshire,local authority,2008,All,104940,persons
S12000045,East Dunbartonshire,local authority,2009,All,104960,persons
S12000045,East Dunbartonshire,local authority,2010,All,104920,persons
S12000045,East Dunbartonshire,local authority,2011,All,105000,persons
S12000045,East Dunbartonshire,local authority,2012,All,105880,persons
S12000045,East Dunbartonshire,local authority,2013,All,105840,persons
S12000045,East Dunbartonshire,local authority,2014,All,106710,persons
S12000045,East Dunbartonshire,local authority,2015,All,106960,persons
S12000045,East Dunbartonshire,local authority,2016,All,107540,persons
S12000045,East Dunbartonshire,local authority,2017,All,108130,persons
S12000045,East Dunbartonshire,local authority,2018,All,108330,persons
S12000045,East Dunbartonshire,local authority,2019,All,108640,persons
S12000047,Fife,local authority,2001,All,349770,persons
S12000047,Fife,local authority,2002,All,350740,persons
S12000047,Fife,local authority,2003,All,351360,persons
S12000047,Fife,local authority,2004,All,353050,persons
S12000047,Fife,local authority,2005,All,355460,persons
S12000047,Fife,local authority,2006,All,357260,persons
S12000047,Fife,local authority,2007,All,358740,persons
S12000047,Fife,local authority,2008,All,360040,persons
S12000047,Fife,local authority,2009,All,361420,persons
S12000047,Fife,local authority,2010,All,362610,persons
S12000047,Fife,local authority,2011,All,365300,persons
S12000047,Fife,local authority,2012,All,366210,persons
S12000047,Fife,local authority,2013,All,366900,persons
S12000047,Fife,local authority,2014,All,367250,persons
S12000047,Fife,local authority,2015,All,368080,persons
S12000047,Fife,local authority,2016,All,370330,persons
S12000047,Fife,local authority,2017,All,371410,persons
S12000047,Fife,local authority,2018,All,371910,persons
S12000047,Fife,local authority,2019,All,373550,persons
S12000048,Perth and Kinross,local authority,2001,All,134950,persons
S12000048,Perth and Kinross,local authority,2002,All,135130,persons
S12000048,Perth and Kinross,local authority,2003,All,135960,persons
S12000048,Perth and Kinross,local authority,2004,All,136900,persons
S12000048,Perth and Kinross,local authority,2005,All,138060,persons
S12000048,Perth and Kinross,local authority,2006,All,139380,persons
S12000048,Perth and Kinross,local authority,2007,All,141140,persons
S12000048,Perth and Kinross,local authority,2008,All,143130,persons
S12000048,Perth and Kinross,local authority,2009,All,144370,persons
S12000048,Perth and Kinross,local authority,2010,All,145600,persons
S12000048,Perth and Kinross,local authority,2011,All,146850,persons
S12000048,Perth and Kinross,local authority,2012,All,147740,persons
S12000048,Perth and Kinross,local authority,2013,All,147770,persons
S12000048,Perth and Kinross,local authority,2014,All,148930,persons
S12000048,Perth and Kinross,local authority,2015,All,149930,persons
S12000048,Perth and Kinross,local authority,2016,All,150680,persons
S12000048,Perth and Kinross,local authority,2017,All,151100,persons
S12000048,Perth and Kinross,local authority,2018,All,151290,persons
S12000048,Perth and Kinross,local authority,2019,All,151950,persons
S12000049,Glasgow City,local authority,2001,All,578710,persons
S12000049,Glasgow City,local authority,2002,All,576450,persons
S12000049,Glasgow City,local authority,2003,All,572270,persons
S12000049,Glasgow City,local authority,2004,All,569560,persons
S12000049,Glasgow City,local authority,2005,All,569250,persons
S12000049,Glasgow City,local authority,2006,All,568460,persons
S12000049,Glasgow City,local authority,2007,All,571760,persons
S12000049,Glasgow City,local authority,2008,All,576200,persons
S12000049,Glasgow City,local authority,2009,All,581620,persons
S12000049,Glasgow City,local authority,2010,All,586500,persons
S12000049,Glasgow City,local authority,2011,All,593060,persons
S12000049,Glasgow City,local authority,2012,All,595070,persons
S12000049,Glasgow City,local authority,2013,All,596520,persons
S12000049,Glasgow City,local authority,2014,All,599640,persons
S12000049,Glasgow City,local authority,2015,All,606340,persons
S12000049,Glasgow City,local authority,2016,All,615070,persons
S12000049,Glasgow City,local authority,2017,All,621020,persons
S12000049,Glasgow City,local authority,2018,All,626410,persons
S12000049,Glasgow City,local authority,2019,All,633120,persons
S12000050,North Lanarkshire,local authority,2001,All,321180,persons
S12000050,North Lanarkshire,local authority,2002,All,322520,persons
S12000050,North Lanarkshire,local authority,2003,All,323700,persons
S12000050,North Lanarkshire,local authority,2004,All,325400,persons
S12000050,North Lanarkshire,local authority,2005,All,327140,persons
S12000050,North Lanarkshire,local authority,2006,All,328740,persons
S12000050,North Lanarkshire,local authority,2007,All,331160,persons
S12000050,North Lanarkshire,local authority,2008,All,333280,persons
S12000050,North Lanarkshire,local authority,2009,All,335160,persons
S12000050,North Lanarkshire,local authority,2010,All,336280,persons
S12000050,North Lanarkshire,local authority,2011,All,337720,persons
S12000050,North Lanarkshire,local authority,2012,All,337890,persons
S12000050,North Lanarkshire,local authority,2013,All,337780,persons
S12000050,North Lanarkshire,local authority,2014,All,338000,persons
S12000050,North Lanarkshire,local authority,2015,All,338260,persons
S12000050,North Lanarkshire,local authority,2016,All,339390,persons
S12000050,North Lanarkshire,local authority,2017,All,339960,persons
S12000050,North Lanarkshire,local authority,2018,All,340180,persons
S12000050,North Lanarkshire,local authority,2019,All,341370,persons
